"Season","Team","Conference","Offense Plays","Offense Drives","Offense Ppa","Offense TotalPPA","Offense SuccessRate","Offense Explosiveness","Offense PowerSuccess","Offense StuffRate","Offense LineYards","Offense LineYardsTotal","Offense SecondLevelYards","Offense SecondLevelYardsTotal","Offense OpenFieldYards","Offense OpenFieldYardsTotal","Offense TotalOpportunies","Offense PointsPerOpportunity","Offense FieldPosition AverageStart","Offense FieldPosition AveragePredictedPoints","Offense Havoc Total","Offense Havoc FrontSeven","Offense Havoc Db","Offense StandardDowns Rate","Offense StandardDowns Ppa","Offense StandardDowns SuccessRate","Offense StandardDowns Explosiveness","Offense PassingDowns Rate","Offense PassingDowns Ppa","Offense PassingDowns SuccessRate","Offense PassingDowns Explosiveness","Offense RushingPlays Rate","Offense RushingPlays Ppa","Offense RushingPlays TotalPPA","Offense RushingPlays SuccessRate","Offense RushingPlays Explosiveness","Offense PassingPlays Rate","Offense PassingPlays Ppa","Offense PassingPlays TotalPPA","Offense PassingPlays SuccessRate","Offense PassingPlays Explosiveness","Defense Plays","Defense Drives","Defense Ppa","Defense TotalPPA","Defense SuccessRate","Defense Explosiveness","Defense PowerSuccess","Defense StuffRate","Defense LineYards","Defense LineYardsTotal","Defense SecondLevelYards","Defense SecondLevelYardsTotal","Defense OpenFieldYards","Defense OpenFieldYardsTotal","Defense TotalOpportunies","Defense PointsPerOpportunity","Defense FieldPosition AverageStart","Defense FieldPosition AveragePredictedPoints","Defense Havoc Total","Defense Havoc FrontSeven","Defense Havoc Db","Defense StandardDowns Rate","Defense StandardDowns Ppa","Defense StandardDowns SuccessRate","Defense StandardDowns Explosiveness","Defense PassingDowns Rate","Defense PassingDowns Ppa","Defense PassingDowns TotalPPA","Defense PassingDowns SuccessRate","Defense PassingDowns Explosiveness","Defense RushingPlays Rate","Defense RushingPlays Ppa","Defense RushingPlays TotalPPA","Defense RushingPlays SuccessRate","Defense RushingPlays Explosiveness","Defense PassingPlays Rate","Defense PassingPlays Ppa","Defense PassingPlays TotalPPA","Defense PassingPlays SuccessRate","Defense PassingPlays Explosiveness"
"2017","Air Force","Mountain West","905","138","0.23554197534367508","213.16548768602595","0.48839779005524864","1.0956989517704145","0.7912087912087912","0.1366120218579235","3.2157103825136613","2354","1.2131147540983607","888","1.0669398907103824","781","72","4.361111111111111","73.4","1.139","0.12265193370165746","0.09944751381215469","0.023204419889502764","0.7502762430939226","0.19902410383987096","0.5287187039764359","0.9458962293779957","0.24972375690607734","0.34525717335731665","0.3672566371681416","1.7436408474195513","0.8088397790055248","0.25734212043401455","188.37443215769864","0.5109289617486339","0.9878973821376509","0.18121546961325966","0.16468003709214926","27.007526083112477","0.3597560975609756","1.9837590901326603","706","139","0.2476605763314224","174.84836688998422","0.42209631728045327","1.3745919304656973","0.7954545454545454","0.19545454545454546","2.9888636363636363","1315","1.084090909090909","477","2.331818181818182","1026","71","3.9859154929577465","67","-1.632","0.11189801699716714","0.06940509915014165","0.042492917847025496","0.6742209631728046","0.21230371017858257","0.4726890756302521","1.1957575981306174","0.32577903682719545","0.3208339167172996","76.47702021420594","0.3173913043478261","1.9257936397176556","0.623229461756374","0.23467119444697604","103.25532555666946","0.42272727272727273","1.2509471025001178","0.3555240793201133","0.30468932356257344","76.47702021420594","0.38645418326693226","1.8746001349963612"
"2017","Akron","Mid-American","896","172","0.08609335456702355","77.13964569205311","0.37611607142857145","1.277696208283924","0.78","0.22142857142857142","2.5169047619047618","1057","0.9928571428571429","417","0.7785714285714286","327","74","3.081081081081081","68.1","1.533","0.18470982142857142","0.11662946428571429","0.06808035714285714","0.6339285714285714","0.04897443847225593","0.43133802816901406","1.113287341123398","0.36607142857142855","0.15037245317015774","0.2804878048780488","1.7155241697440207","0.46875","0.02381370911794169","10.00175782953551","0.37142857142857144","0.9862468288354956","0.5245535714285714","0.14204359875512063","66.7604914149067","0.3723404255319149","1.5791526882613385","1036","178","0.16503858089200246","170.97996980411455","0.46814671814671815","1.1624147457676481","0.7424242424242424","0.18281535648994515","3.125411334552102","1710","1.3473491773308959","737","1.4058500914076781","769","100","3.52","67.6","-1.609","0.14285714285714285","0.08687258687258688","0.055984555984555984","0.7007722007722008","0.11469994110817212","0.5137741046831956","1.005274469908041","0.29922779922779924","0.2829284276115535","65.92980206896826","0.36129032258064514","1.6857479859072328","0.527992277992278","0.19383173115766372","106.02595694324206","0.47714808043875684","1.0352628269436115","0.4555984555984556","0.13968178404442427","65.92980206896826","0.4385593220338983","1.4229147008363408"
"2017","Alabama","SEC","956","169","0.27477048650882496","262.6805851024366","0.4874476987447699","1.1864114099027445","0.8055555555555556","0.1359724612736661","3.5839931153184166","2082","1.4182444061962134","824","1.7401032702237522","1011","103","4.12621359223301","65.4","1.76","0.11401673640167365","0.07845188284518828","0.03556485355648536","0.747907949790795","0.27644176349852234","0.5286713286713287","1.0760502897256676","0.252092050209205","0.2698121336140795","0.3651452282157676","1.6604625852088244","0.6077405857740585","0.3001460746630532","174.38486937923392","0.5025817555938038","1.0314161918710831","0.3723849372384937","0.26739730802051465","95.19344165530322","0.4353932584269663","1.6683349349704717","922","172","-0.018111191699012444","-16.698518746489473","0.3383947939262473","1.1544691121976114","0.7111111111111111","0.2234762979683973","2.5126410835214448","1113","0.7426636568848759","329","0.5372460496613995","238","70","2.1142857142857143","72.6","-1.231","0.21475054229934923","0.12255965292841649","0.09219088937093275","0.6279826464208242","-0.1160136958494385","0.38169257340241797","0.8786927168794932","0.3720173535791757","0.14715280218756682","1.1677629698962524","0.2653061224489796","1.824211786541613","0.4804772234273319","-0.04104435620452412","-18.182649798604185","0.3295711060948081","0.8612532342041512","0.5043383947939263","0.00251131821483065","1.1677629698962524","0.32688172043010755","1.5403619916423044"
"2017","Appalachian State","Sun Belt","891","169","0.2536546609677135","226.00630292223272","0.4388327721661055","1.343407930501136","0.7068965517241379","0.19649805447470817","3.066342412451362","1576","1.321011673151751","679","1.7918287937743191","921","93","3.7204301075268815","64.2","1.824","0.15151515151515152","0.09876543209876543","0.052749719416386086","0.6980920314253648","0.17600762150889865","0.4646302250803859","1.169713694679065","0.30190796857463525","0.4331953990472036","0.379182156133829","1.8355415986636703","0.5768799102132436","0.2245389654010153","115.41302821612187","0.433852140077821","1.2446596655147533","0.40404040404040403","0.31745728816256463","114.28462373852327","0.41944444444444445","1.664932082440838","848","162","0.10641402198728082","90.23909064521413","0.38797169811320753","1.2211630908428612","0.7169811320754716","0.21770334928229665","2.7578947368421054","1153","1.0885167464114833","455","1.2894736842105263","539","68","3.1176470588235294","64.9","-1.779","0.2045990566037736","0.1267688679245283","0.07783018867924528","0.6438679245283019","0.030451319325612437","0.4249084249084249","1.0515171948059148","0.3561320754716981","0.24375056388552896","54.93652574724358","0.3211920529801324","1.6269140999209186","0.49292452830188677","0.09421320833692963","39.381121084836586","0.37799043062200954","1.0504946650643652","0.4858490566037736","0.1333410819107854","54.93652574724358","0.3737864077669903","1.5437439169214269"
"2017","Arizona","Big 12","913","171","0.3337681640240571","304.73033375396415","0.4654983570646221","1.367063973527274","0.8064516129032258","0.1360544217687075","3.447619047619048","2027","1.3775510204081634","810","2.8469387755102042","1674","94","4.170212765957447","68.5","1.522","0.12431544359255203","0.08378970427163199","0.040525739320920046","0.7250821467688937","0.2841131266389962","0.5151057401812689","1.17070651413774","0.27491785323110624","0.4647308522667279","0.3346613545816733","2.164181755096692","0.6440306681270537","0.36778716283155277","216.25885174495303","0.4710884353741497","1.2991782372307148","0.33953997809419495","0.3090821296005219","95.81546017616179","0.432258064516129","1.6889738841606352","1021","176","0.21762533346910998","222.19546547196128","0.4564152791380999","1.267048356748074","0.75","0.1738241308793456","2.9773006134969324","1456","1.0756646216768917","526","1.623721881390593","794","97","3.7731958762886597","70","-1.384","0.14985308521057786","0.0832517140058766","0.06660137120470128","0.703232125367287","0.11743039402807959","0.48885793871866295","1.0494268441702062","0.29676787463271304","0.4550509655438949","135.0817070276996","0.3795379537953795","1.9312670603553053","0.4789422135161606","0.189330295630141","92.58251456313896","0.46830265848670755","1.0136907864549796","0.5093046033300686","0.2597725135148069","135.0817070276996","0.4346153846153846","1.580398576492217"
"2017","Arizona State","Big 12","996","167","0.19000147191981515","189.24146603213586","0.4357429718875502","1.2171237481225532","0.7792207792207793","0.16730038022813687","2.9479087452471484","1551","1.053231939163498","554","1.0988593155893536","578","90","4.133333333333333","71.4","1.318","0.14056224899598393","0.09437751004016064","0.04618473895582329","0.6917670682730924","0.11912539891734074","0.4746008708272859","1.0413785614088196","0.30823293172690763","0.34906861947259965","0.3485342019543974","1.754214178546767","0.5281124497991968","0.14568921197111426","76.6325254968061","0.43346007604562736","0.9521731823467814","0.4528112449799197","0.2587663322041806","116.70361582408546","0.4146341463414634","1.6857267187105756","940","168","0.22099129510148388","207.73181739539484","0.4542553191489362","1.2561552061228265","0.7627118644067796","0.18691588785046728","2.8908878504672897","1237","1.2289719626168225","526","2.0233644859813085","866","90","3.944444444444444","66.5","-1.658","0.14574468085106382","0.09893617021276596","0.04680851063829787","0.675531914893617","0.14732215391978953","0.5070866141732283","1.0281601813320747","0.324468085106383","0.3743680316600934","112.50231202545957","0.3442622950819672","1.9553399488144663","0.4553191489361702","0.23652905130869883","101.23443396012311","0.4672897196261682","1.1400402466182142","0.524468085106383","0.22819941587314316","112.50231202545957","0.4239350912778905","1.494478266006642"
"2017","Arkansas","SEC","801","145","0.2043025163932471","163.64631563099093","0.4344569288389513","1.294967455235422","0.7121212121212122","0.19718309859154928","3.0152582159624415","1285","1.136150234741784","484","1.2300469483568075","524","68","3.8676470588235294","67.2","1.562","0.18601747815230962","0.12484394506866417","0.06117353308364544","0.6816479400749064","0.10399258776713577","0.46703296703296704","0.9929817076626191","0.31835205992509363","0.4190837753338619","0.36470588235294116","2.1229928921285914","0.5318352059925093","0.14720227485166218","62.70816908680809","0.4765258215962441","0.8877934219703287","0.4606741573033708","0.2727933875783715","100.66076001641908","0.37669376693766937","1.9435195916128516","818","142","0.24458272207761753","200.06866665949113","0.4669926650366748","1.2009740612098283","0.8260869565217391","0.1412556053811659","3.2452914798206276","1447","1.0807174887892377","482","1.3856502242152466","618","78","3.551282051282051","66.7","-1.647","0.1430317848410758","0.07946210268948656","0.06356968215158924","0.7041564792176039","0.17882458692736367","0.5017361111111112","0.9867090057258603","0.29584352078239606","0.40109795284846966","132.73026902434418","0.384297520661157","1.866808480939578","0.5452322738386308","0.1711793385971468","76.34598501432747","0.46860986547085204","0.9183984835045428","0.43765281173594134","0.3707549414087826","132.73026902434418","0.4441340782122905","1.7348075201816697"
"2017","Arkansas State","Sun Belt","986","179","0.17412257191381672","171.68485590702326","0.4634888438133874","1.1847326942924843","0.6923076923076923","0.18969555035128804","2.809367681498829","1200","1.1030444964871193","471","1.1100702576112411","474","117","3.2222222222222223","63.4","1.903","0.1592292089249493","0.08620689655172414","0.07302231237322515","0.7089249492900609","0.13782749941192968","0.5107296137339056","1.007643286369809","0.29107505070993916","0.262520675324336","0.34843205574912894","1.8169418805764348","0.4330628803245436","0.086511910811322","36.940585916434486","0.4332552693208431","0.907727755102621","0.5496957403651116","0.2617101603417001","141.84690690520145","0.47232472324723246","1.479999941143957","856","173","0.06251046437136266","53.508957501886435","0.3703271028037383","1.3036175726174692","0.717391304347826","0.24","2.3409411764705883","995","0.9764705882352941","415","1.2776470588235294","543","71","2.943661971830986","69.5","-1.492","0.21378504672897197","0.1413551401869159","0.07242990654205607","0.6413551401869159","-0.021863302319307505","0.41894353369763204","1.0002933993870504","0.35864485981308414","0.21339384519604643","60.78790920509381","0.28338762214983715","2.105509065065703","0.49649532710280375","0.0037796230885275804","1.6063398126242217","0.3811764705882353","0.957426376583466","0.49182242990654207","0.1443893330287264","60.78790920509381","0.3491686460807601","1.7579724284984457"
"2017","Army","American Athletic","849","120","0.29155856175260103","247.53321892795825","0.5123674911660777","1.070417456006786","0.8846153846153846","0.09743589743589744","3.571025641025641","2785","1.1961538461538461","933","1.6564102564102563","1292","76","4.5","67.1","1.629","0.07302709069493522","0.05418138987043581","0.01884570082449941","0.7726737338044759","0.28510820615195276","0.5640243902439024","0.9454524562157076","0.22732626619552415","0.31348308648848305","0.33678756476683935","1.7817566855867708","0.9187279151943463","0.3348197963521855","261.1594411547047","0.5307692307692308","1.0329887790077334","0.07773851590106007","-0.20186152710440616","-13.322860788890807","0.2727272727272727","2.12653334953366","722","115","0.21674996566161261","156.4934752076843","0.47506925207756234","1.185100046900969","0.8301886792452831","0.13994910941475827","3.2376590330788804","1272","1.094147582697201","430","2.0814249363867683","818","60","2.9833333333333334","68","-1.54","0.1440443213296399","0.09002770083102493","0.054016620498614956","0.7160664819944599","0.2039893569542622","0.539651837524178","0.9904550770636257","0.2839335180055402","0.24893159835283288","67.05268448652362","0.3121951219512195","2.0336304622856365","0.5443213296398892","0.26856548740393715","105.54623654974729","0.4758269720101781","1.0787877527792002","0.44598337950138506","0.20823815057926587","67.05268448652362","0.4658385093167702","1.4004738835690798"
"2017","Auburn","SEC","1026","181","0.21736367871317347","223.01513435971597","0.4522417153996101","1.1732579324782662","0.8271604938271605","0.1507537688442211","3.1613065326633167","1887","1.0552763819095476","630","1.4489112227805696","865","95","3.2421052631578946","68.5","1.534","0.13352826510721247","0.09941520467836257","0.0341130604288499","0.7241715399610137","0.17764898767453485","0.4979811574697174","1.0281339042894988","0.27582846003898637","0.3216322845142635","0.3321554770318021","1.7444908093914988","0.5818713450292398","0.1712739708978546","102.25056062601918","0.46063651591289784","0.9246828195350402","0.3966861598440546","0.2793563438276608","113.69803193785792","0.4103194103194103","1.6948345119876682","959","178","0.038762920107721394","37.173640383304814","0.36287799791449427","1.2180208516896152","0.6727272727272727","0.20204081632653062","2.720408163265306","1333","0.8714285714285714","427","0.9795918367346939","480","79","2.4556962025316458","66.6","-1.618","0.16058394160583941","0.1032325338894682","0.05735140771637122","0.6475495307612096","-0.01631657648598803","0.41545893719806765","0.9712198404178327","0.3524504692387904","0.1399592733168739","17.998697464246504","0.26627218934911245","1.9255170840020586","0.5109489051094891","0.04737284910551477","23.21269606170224","0.3693877551020408","0.9644155601410168","0.4765380604796663","0.03938445834627244","17.998697464246504","0.33916849015317285","1.6345147944845548"
